,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type,isFraud
4259417,336274.73,258281.0,0.0,537216.47,873491.21,CASH_OUT,0
218995,72361.0,5551441.03,5623802.03,638534.18,566173.18,CASH_IN,0
2658488,196911.4,8326457.42,8523368.82,3443069.02,3246157.62,CASH_IN,0
3450600,251905.6,4862207.56,5114113.16,264796.65,12891.06,CASH_IN,0
4615874,9429.27,0.0,0.0,0.0,0.0,PAYMENT,0
972345,536706.26,14023.0,0.0,445492.61,982198.87,TRANSFER,0
5308609,10952.57,11134.0,181.43,0.0,0.0,PAYMENT,0
4715565,258551.23,4015.0,0.0,955911.58,1214462.81,CASH_OUT,0
715478,10161.11,0.0,0.0,0.0,0.0,PAYMENT,0
787140,68888.45,61109.0,0.0,1963666.81,2032555.26,CASH_OUT,0
6094320,60344.44,152300.11,212644.56,720435.95,660091.5,CASH_IN,0
3532902,450148.46,0.0,0.0,744163.79,1194312.25,CASH_OUT,0
5178606,527936.99,15873815.36,16401752.35,1235991.53,708054.54,CASH_IN,0
2962905,4885.74,35051.0,30165.26,0.0,0.0,PAYMENT,0
3702378,48859.68,30628.0,0.0,171271.81,220131.49,CASH_OUT,0
1961111,83610.71,0.0,83610.71,2126348.07,2042737.35,CASH_IN,0
4647682,78156.75,0.0,0.0,1866690.39,1944847.14,CASH_OUT,0
6354206,294286.43,51725.0,0.0,113824.33,408110.76,TRANSFER,0
1298098,3006.72,539147.67,536140.95,0.0,0.0,PAYMENT,0
5260245,348992.82,3462.0,352454.82,188652.82,0.0,CASH_IN,0
5659044,295162.11,32272.0,0.0,5205994.4,5501156.51,CASH_OUT,0
1730461,11964.03,45407.0,33442.97,0.0,0.0,PAYMENT,0
6142751,132711.23,324.0,0.0,368838.19,501549.42,CASH_OUT,0
5683971,320932.15,0.0,0.0,1174358.48,1495290.63,CASH_OUT,0
1001548,199535.6,72803.0,0.0,0.0,199535.6,TRANSFER,0
1908577,11798.28,106.0,0.0,0.0,0.0,PAYMENT,0
5762579,91937.45,0.0,0.0,2507327.75,2599265.19,CASH_OUT,0
1817782,110884.11,912.0,0.0,85439.15,196323.26,CASH_OUT,0
2871123,16584.07,0.0,0.0,0.0,0.0,PAYMENT,0
506742,17788.04,164.0,0.0,0.0,0.0,PAYMENT,0
226503,9666.61,0.0,0.0,0.0,0.0,PAYMENT,0
3718079,7672.19,30411.0,22738.81,1334655.1,1342327.29,CASH_OUT,0
1595868,50211.17,1706710.71,1756921.88,88451.4,38240.24,CASH_IN,0
4898734,120473.31,0.0,0.0,268086.17,388559.48,CASH_OUT,0
2617917,86464.24,0.0,0.0,3432899.42,3519363.67,CASH_OUT,0
4070205,15238.75,0.0,0.0,0.0,0.0,PAYMENT,0
873538,118973.76,909.0,119882.76,68005.79,0.0,CASH_IN,0
6331232,15531.84,0.0,0.0,0.0,0.0,PAYMENT,0
1420514,13294.91,2015.0,0.0,0.0,0.0,PAYMENT,0
3571895,263840.38,4056.0,0.0,0.0,263840.38,TRANSFER,0
967321,43.03,0.0,0.0,0.0,0.0,PAYMENT,0
6094019,70927.89,91035.0,161962.89,125222.39,54294.5,CASH_IN,0
3378697,70942.33,5199204.54,5270146.87,267322.56,196380.23,CASH_IN,0
3236193,50763.7,3651116.23,3701879.93,2111101.14,2060337.44,CASH_IN,0
884934,1519189.28,0.0,0.0,3431843.54,4951032.82,TRANSFER,0
2666427,209459.15,93785.21,0.0,4237614.94,4447074.08,CASH_OUT,0
5422773,12678.74,0.0,0.0,0.0,0.0,PAYMENT,0
5870606,239866.65,45939.0,0.0,244382.34,452393.48,CASH_OUT,0
3122918,4919.6,15263.0,10343.4,0.0,0.0,PAYMENT,0
4767940,2776.44,11229.0,8452.56,0.0,0.0,PAYMENT,0
2350639,157312.4,166922.0,9609.6,227572.03,384884.43,CASH_OUT,0
4944114,9774.34,1377.0,0.0,0.0,0.0,PAYMENT,0
161588,799768.11,11785.0,811553.11,10563.0,0.0,CASH_IN,0
501655,129656.08,0.0,0.0,273353.77,403009.85,CASH_OUT,0
33604,14329.65,1037.0,0.0,0.0,0.0,PAYMENT,0
6184373,346571.88,0.0,0.0,3254971.77,3601543.65,TRANSFER,0
5789813,244294.93,211558.0,0.0,43397.08,287692.01,CASH_OUT,0
1948922,319210.11,194133.44,0.0,1333714.63,1652924.74,CASH_OUT,0
26962,57667.11,0.0,0.0,114597.19,172264.3,CASH_OUT,0
2821797,787944.4,0.0,0.0,4134371.82,4922316.22,TRANSFER,0
611699,141783.22,567253.54,709036.76,258119.09,116335.87,CASH_IN,0
3524113,64788.85,27301.0,0.0,252716.08,317504.93,CASH_OUT,0
3640581,159403.99,108974.2,268378.19,195783.32,87082.53,CASH_IN,0
3161356,1196.56,11773.02,10576.47,0.0,0.0,PAYMENT,0
258793,2158.72,27713.0,25554.28,0.0,0.0,PAYMENT,0
2477810,91856.48,67668.0,159524.48,215478.83,123622.35,CASH_IN,0
1719991,142879.79,4951954.03,5094833.83,1998658.87,1855779.08,CASH_IN,0
5322679,5252.99,374904.24,369651.25,0.0,0.0,PAYMENT,0
2627729,3509.36,88784.0,85274.64,0.0,0.0,PAYMENT,0
939169,37531.88,18732831.91,18770363.79,2311780.95,2420689.98,CASH_IN,0
4340984,236135.56,0.0,0.0,826144.51,1062280.07,TRANSFER,0
3056918,268769.37,278910.37,10140.99,381783.05,650552.42,CASH_OUT,0
6313368,42878.71,5561507.31,5604386.03,9506267.43,9463388.72,CASH_IN,0
4096179,210986.38,10039.0,221025.38,101267.93,0.0,CASH_IN,0
5211277,151700.26,0.0,0.0,3046008.0,3197708.26,CASH_OUT,0
3818395,88046.63,3392.0,0.0,0.0,88046.63,CASH_OUT,0
5406022,176971.73,308807.0,131835.27,233239.3,410211.03,TRANSFER,0
2566245,328186.58,0.0,0.0,1530576.97,1858763.55,TRANSFER,0
3697597,88171.43,520538.6,608710.03,2730859.67,2642688.24,CASH_IN,0
4413076,287868.87,29841.0,317709.87,623021.64,335152.77,CASH_IN,0
2659646,40196.82,20795.0,0.0,11164.02,51360.85,CASH_OUT,0
1218755,216384.99,11621.0,0.0,319827.62,536212.61,CASH_OUT,0
2091662,215575.45,0.0,0.0,2119597.7,2335173.14,CASH_OUT,0
4491221,80604.73,0.0,0.0,530513.93,611118.66,CASH_OUT,0
6238358,237546.51,0.0,0.0,631354.66,868901.17,CASH_OUT,0
4354357,33126.22,113857.0,80730.78,596.15,33722.37,CASH_OUT,0
5979970,315622.47,0.0,0.0,2760152.76,3075775.22,CASH_OUT,0
240765,48819.59,30670.0,79489.59,979373.06,1543826.09,CASH_IN,0
536444,2331.83,232710.4,230378.57,0.0,0.0,PAYMENT,0
4751659,166577.63,92136.0,258713.63,548843.2,382265.57,CASH_IN,0
6269556,451412.83,14353.0,0.0,1138552.93,1589965.76,TRANSFER,0
3926377,86159.73,79275.0,165434.73,0.0,0.0,CASH_IN,0
4287655,192310.46,1843.0,0.0,0.0,192310.46,CASH_OUT,0
4255112,24319.31,0.0,0.0,70997.95,95317.25,CASH_OUT,0
4080103,1272.56,0.0,0.0,645376.6,646649.17,CASH_OUT,0
4919058,6641.19,217266.97,210625.78,0.0,0.0,PAYMENT,0
4590383,237159.44,2036718.52,2273877.96,18593965.73,18356806.29,CASH_IN,0
1733019,332486.43,15321.0,0.0,191476.31,523962.74,TRANSFER,0
5231164,1346.28,0.0,0.0,0.0,0.0,PAYMENT,0
3284752,12988.94,0.0,0.0,0.0,0.0,PAYMENT,0
994177,18049.77,0.0,0.0,0.0,0.0,PAYMENT,0
2687537,782612.27,93266.47,0.0,3906140.19,4688752.46,TRANSFER,0
5611659,57207.24,0.0,0.0,0.0,0.0,PAYMENT,0
2747496,7213.47,49930.0,42716.53,0.0,7213.47,CASH_OUT,0
195850,238118.47,0.0,0.0,323135.5,561253.96,CASH_OUT,0
1093416,14034.3,0.0,0.0,7052096.21,7066130.51,CASH_OUT,0
3167448,113063.95,21014.0,0.0,178135.98,291199.94,CASH_OUT,0
3179471,7092.06,10936.86,3844.81,0.0,0.0,PAYMENT,0
5286158,2037978.82,0.0,0.0,2954314.67,4992293.49,TRANSFER,0
1415816,220615.36,0.0,0.0,2523644.25,2744259.62,TRANSFER,0
3793614,353265.25,0.0,0.0,932258.08,1024467.41,CASH_OUT,0
6213952,276956.69,50733.0,0.0,391893.67,668850.35,CASH_OUT,0
3615489,112857.61,0.0,0.0,341970.84,454828.45,CASH_OUT,0
517819,2367.4,191496.97,189129.58,0.0,0.0,PAYMENT,0
2577489,113931.73,11741266.78,11855198.51,1209716.38,1095784.64,CASH_IN,0
3725195,16666.12,0.0,0.0,0.0,0.0,PAYMENT,0
1046485,5988.89,0.0,0.0,0.0,0.0,PAYMENT,0
3126013,109029.86,35700.0,0.0,0.0,109029.86,CASH_OUT,0
2087557,15824.15,102067.0,86242.85,482338.76,498162.9,CASH_OUT,0
6171293,61448.14,0.0,0.0,1223863.48,1285311.62,CASH_OUT,0
701319,2556.25,34782.99,32226.73,0.0,0.0,PAYMENT,0
2473204,427596.88,657.0,0.0,174684.0,350289.16,TRANSFER,0
4992411,29493.79,21935.0,0.0,0.0,0.0,PAYMENT,0
4295260,33071.82,4485879.31,4518951.14,3096364.25,3063292.43,CASH_IN,0
1474407,9690.87,143519.42,133828.54,0.0,0.0,PAYMENT,0
2610497,58197.91,639.0,0.0,72737.87,130935.78,CASH_OUT,0
4047523,131271.1,4820242.39,4951513.49,900989.05,769717.95,CASH_IN,0
547931,363422.15,467292.91,103870.76,397710.66,1005425.67,CASH_OUT,0
5796216,288216.85,25212.0,0.0,0.0,288216.85,CASH_OUT,0
2347545,128079.55,28329.01,0.0,1896941.69,2025021.24,CASH_OUT,0
4427349,272.35,0.0,0.0,103979.92,104252.26,CASH_OUT,0
2897981,124124.56,53024.0,177148.56,0.0,0.0,CASH_IN,0
16816,401182.04,0.0,0.0,445810.89,466230.2,TRANSFER,0
3114988,2330.38,0.0,0.0,0.0,0.0,PAYMENT,0
2998232,341312.42,0.0,0.0,942476.76,1283789.18,TRANSFER,0
4691413,1167.32,124023.22,122855.9,0.0,0.0,PAYMENT,0
5996368,2315.58,26049.0,23733.42,0.0,0.0,PAYMENT,0
3289856,102498.77,0.0,0.0,1219095.15,1321593.92,CASH_OUT,0
5009376,195417.58,0.0,0.0,521060.83,716478.42,CASH_OUT,0
5732364,238592.65,396.0,0.0,0.0,238592.65,CASH_OUT,0
3562739,194267.59,20743.0,215010.59,116016.4,0.0,CASH_IN,0
74294,11458.97,10355807.39,10367266.36,79764.0,231181.78,CASH_IN,0
397321,199414.21,101546.27,0.0,2070937.93,2270352.14,CASH_OUT,0
2790943,120571.02,13945.18,0.0,1075037.14,1195608.16,CASH_OUT,0
1034078,139382.02,250362.25,110980.23,913921.08,1053303.1,CASH_OUT,0
4209983,18367.42,39850.0,21482.58,0.0,0.0,PAYMENT,0
5671901,44311.02,0.0,0.0,490073.34,534384.36,TRANSFER,0
2735045,105381.43,0.0,0.0,867534.4,972915.83,CASH_OUT,0
1783468,41618.43,80645.0,39026.57,0.0,41618.43,CASH_OUT,0
2789935,120433.13,7495127.33,7615560.46,5060283.48,4939850.35,CASH_IN,0
583670,51540.52,0.0,0.0,205828.55,257369.07,CASH_OUT,0
1986606,2943.19,18994.0,16050.81,0.0,0.0,PAYMENT,0
598799,32403.84,12008510.04,12040913.88,119277.37,86873.53,CASH_IN,0
2193608,106835.33,0.0,0.0,384799.92,528899.85,CASH_OUT,0
4417740,2765010.71,0.0,0.0,3048775.14,5813785.85,TRANSFER,0
3989560,23549.46,0.0,0.0,1292557.68,1316107.14,CASH_OUT,0
4990380,311262.66,0.0,0.0,2405766.04,2717028.7,CASH_OUT,0
5051580,190070.08,0.0,0.0,250275.59,440345.66,TRANSFER,0
2818064,29427.93,38065.64,8637.71,0.0,0.0,PAYMENT,0
3611287,775995.02,0.0,0.0,952824.13,1728819.15,TRANSFER,0
5342515,18856.18,0.0,0.0,0.0,0.0,PAYMENT,0
1956520,10517.88,114588.0,104070.12,0.0,0.0,PAYMENT,0
3616920,5472.92,0.0,0.0,0.0,0.0,PAYMENT,0
2623795,6780.81,20197.0,13416.19,0.0,0.0,PAYMENT,0
605798,438819.78,10749.0,449568.78,79919.3,349255.02,CASH_IN,0
4208174,10000000.0,1386.0,0.0,50126.0,25419321.87,TRANSFER,0
3506264,1372.86,0.0,0.0,0.0,0.0,PAYMENT,0
1260906,393986.56,0.0,0.0,1884613.82,2278600.38,CASH_OUT,0
4235991,117099.85,723169.12,606069.27,804589.14,921688.99,CASH_OUT,0
768557,296454.22,0.0,0.0,1181762.12,1478216.34,CASH_OUT,0
4874961,456454.21,0.0,0.0,1475061.01,1931515.21,CASH_OUT,0
3972960,729824.33,0.0,0.0,5408497.86,6138322.19,TRANSFER,0
2796404,345698.89,0.0,0.0,1623326.08,1969024.97,TRANSFER,0
63828,29953.85,7151.95,0.0,0.0,0.0,PAYMENT,0
4214847,275761.4,2334125.92,2609887.32,569194.92,293433.52,CASH_IN,0
4442515,231174.72,0.0,0.0,689438.09,920612.81,CASH_OUT,0
971445,179134.6,3480.69,0.0,2347766.16,2526900.76,CASH_OUT,0
892677,802.53,0.0,0.0,0.0,0.0,PAYMENT,0
5946533,104929.28,11298.0,116227.28,1928051.15,1823121.86,CASH_IN,0
1614008,9779.31,17572.0,7792.69,0.0,0.0,PAYMENT,0
4169957,31057.81,0.0,0.0,4566661.33,4597719.14,CASH_OUT,0
684683,1004.49,0.0,0.0,0.0,0.0,PAYMENT,0
5163034,330686.91,0.0,0.0,1347588.49,1678275.41,CASH_OUT,0
2744348,604705.22,40594.4,0.0,746745.39,1351450.6,TRANSFER,0
1385402,8438.14,34341.51,25903.37,0.0,0.0,PAYMENT,0
4582638,110341.1,110221.0,0.0,16244.68,126585.78,CASH_OUT,0
3409669,94968.6,5646224.81,5741193.41,6214499.02,6119530.42,CASH_IN,0
4152899,200380.03,2775695.47,2976075.5,1584396.86,1384016.83,CASH_IN,0
1217402,4965.2,0.0,0.0,390778.48,395743.69,DEBIT,0
6291414,2019128.84,275.0,0.0,41093.67,2060222.51,TRANSFER,0
256410,14812.81,0.0,0.0,0.0,0.0,PAYMENT,0
5704698,58322.29,456.0,0.0,514030.46,572352.75,CASH_OUT,0
1004102,8027.17,12388.0,4360.83,0.0,0.0,PAYMENT,0
5433744,81476.33,2486200.13,2567676.46,19392155.63,19310679.3,CASH_IN,0
3908434,319805.98,8573392.8,8893198.78,5569911.47,5250105.49,CASH_IN,0
5292776,74575.87,0.0,0.0,175448.07,250023.94,CASH_OUT,0
4838363,2504400.53,0.0,0.0,3749888.42,6254288.95,TRANSFER,0
671098,15161.25,404684.49,389523.24,0.0,0.0,PAYMENT,0
49949,346229.4,21088.0,0.0,425352.29,443911.89,CASH_OUT,0
6135058,163811.93,11594.0,175405.93,0.0,0.0,CASH_IN,0
4177359,20813.79,59003.98,38190.19,0.0,0.0,PAYMENT,0
4738006,8215.43,18882.0,10666.57,0.0,0.0,PAYMENT,0
3424710,202530.86,7420.0,209950.86,0.0,0.0,CASH_IN,0
5386135,306543.91,373.0,0.0,1227622.22,1534166.14,CASH_OUT,0
1925576,36835.13,9323963.14,9360798.27,2832413.58,2795578.45,CASH_IN,0
1150082,1028185.29,300269.0,0.0,703934.98,1732120.27,TRANSFER,0
3640262,238680.03,0.0,0.0,565657.9,804337.93,CASH_OUT,0
3341095,37417.03,1891.0,0.0,0.0,0.0,PAYMENT,0
414631,286087.6,0.0,0.0,323367.0,609454.6,CASH_OUT,0
5880978,283211.64,346514.0,629725.64,2862200.77,2578989.13,CASH_IN,0
1313379,8118.8,456231.0,448112.2,0.0,0.0,PAYMENT,0
1586699,52272.66,3101.0,55373.66,0.0,0.0,CASH_IN,0
5061338,50783.87,0.0,0.0,730992.83,781776.7,CASH_OUT,0
1531067,26751.84,0.0,0.0,0.0,0.0,PAYMENT,0
5016623,60157.8,0.0,0.0,8254990.63,8315148.42,CASH_OUT,0
550177,10869.27,75697.68,64828.41,0.0,0.0,PAYMENT,0
5920101,120156.26,21066.0,0.0,19644.46,139800.71,CASH_OUT,0
2525364,95839.68,13025.0,0.0,684794.25,780633.94,CASH_OUT,0
5358160,1239.55,16108.6,14869.05,0.0,0.0,PAYMENT,0
3245909,112935.76,0.0,0.0,352178.38,465114.14,CASH_OUT,0
3169322,7661.39,21382.0,13720.61,0.0,0.0,PAYMENT,0
2412997,1091.59,0.0,0.0,0.0,0.0,PAYMENT,0
3816174,5602.34,21075.93,15473.59,0.0,0.0,PAYMENT,0
4940545,529939.16,0.0,0.0,945405.27,1475344.43,TRANSFER,0
4463282,25719.86,0.0,0.0,0.0,0.0,PAYMENT,0
92035,4454.58,0.0,0.0,0.0,0.0,PAYMENT,0
1318515,8363.1,704.0,0.0,1312042.39,1320405.49,CASH_OUT,0
98540,1369.2,49629.0,48259.8,0.0,0.0,PAYMENT,0
3479709,501271.31,29712.0,0.0,12801.35,514072.66,CASH_OUT,0
1272280,354696.39,0.0,0.0,517339.14,872035.53,CASH_OUT,0
4075256,240074.05,254472.0,14397.95,1161128.2,1401202.25,CASH_OUT,0
5614674,39177.69,2867962.44,2907140.14,62650.81,23473.12,CASH_IN,0
4743062,62720.29,19564.0,82284.29,156535.48,93815.19,CASH_IN,0
597184,427785.62,1110.0,0.0,0.0,427785.62,TRANSFER,0
5887480,4304.26,0.0,0.0,0.0,0.0,PAYMENT,0
3379579,412298.08,0.0,0.0,642219.3,1054517.38,CASH_OUT,0
4361653,12731.4,0.0,0.0,0.0,0.0,PAYMENT,0
5434181,244708.21,258.0,0.0,105273.52,349981.73,CASH_OUT,0
5963240,336115.5,4616832.0,4952947.5,477907.22,141791.72,CASH_IN,0
3645081,80791.52,3500244.58,3581036.1,7075855.03,6995063.51,CASH_IN,0
1006850,48885.14,0.0,0.0,5404322.36,5453207.49,CASH_OUT,0
3562,521278.47,0.0,0.0,6273401.72,7173523.49,TRANSFER,0
6322434,260862.94,0.0,0.0,819495.5,1080358.44,CASH_OUT,0
1612411,159031.29,333232.44,492263.72,2783314.74,2624283.45,CASH_IN,0
5938563,17376.46,19556.73,2180.28,0.0,0.0,PAYMENT,0
4959729,12260.5,0.0,0.0,0.0,0.0,PAYMENT,0
6249839,6320.74,0.0,0.0,0.0,0.0,PAYMENT,0
843363,6870.95,0.0,0.0,0.0,0.0,PAYMENT,0
5884997,14877.87,0.0,0.0,0.0,0.0,PAYMENT,0
3239998,145682.93,0.0,0.0,1069931.08,1215614.01,CASH_OUT,0
458064,110076.38,0.0,0.0,997084.22,1107160.6,CASH_OUT,0
3374596,151.92,0.0,0.0,0.0,0.0,PAYMENT,0
1332491,296854.58,39809.0,0.0,0.0,431541.41,CASH_OUT,0
4263097,284703.93,0.0,0.0,1195785.48,1480489.41,CASH_OUT,0
6269561,75051.27,0.0,0.0,377542.7,452593.97,CASH_OUT,0
5610858,1079907.06,107528.1,0.0,1423154.28,2503061.34,TRANSFER,0
1521162,6924.28,0.0,0.0,0.0,0.0,PAYMENT,0
3696827,2905.25,22466.0,19560.75,0.0,0.0,PAYMENT,0
8673,4300.78,0.0,0.0,0.0,0.0,PAYMENT,0
70353,27595.06,20894.0,0.0,0.0,0.0,PAYMENT,0
331377,10957.08,0.0,0.0,0.0,0.0,PAYMENT,0
5244714,155123.63,965.0,156088.63,2782394.49,2627270.86,CASH_IN,0
4552953,171930.51,0.0,0.0,172762.32,344692.83,CASH_OUT,0
4766245,8134.79,706915.0,698780.21,0.0,0.0,PAYMENT,0
1591911,38055.73,567836.0,529780.27,0.0,0.0,PAYMENT,0
1293889,54606.75,24760.0,0.0,2430301.37,2484908.12,TRANSFER,0
1710595,238989.13,11190216.65,11429205.78,4084699.28,3845710.15,CASH_IN,0
6157324,19435.57,1168.0,0.0,0.0,0.0,PAYMENT,0
2718314,8279.19,127195.0,118915.81,0.0,0.0,PAYMENT,0
1885762,5974.71,0.0,0.0,619142.04,625116.75,CASH_OUT,0
5106664,203801.69,154134.0,0.0,109046.21,312847.9,CASH_OUT,0
3498993,143923.34,0.0,0.0,3422847.32,3566770.66,CASH_OUT,0
3949676,28548.19,21137.0,0.0,0.0,0.0,PAYMENT,0
4463460,140083.62,0.0,0.0,1977904.28,2117987.9,CASH_OUT,0
1430564,5752.84,6849.0,1096.17,0.0,0.0,PAYMENT,0
5768136,198888.16,21473.0,0.0,0.0,198888.16,CASH_OUT,0
4375262,39082.89,0.0,0.0,0.0,0.0,PAYMENT,0
41044,159426.99,418.0,0.0,158451.0,385206.01,CASH_OUT,0
1656432,96764.72,207201.0,303965.72,697884.81,601120.09,CASH_IN,0
2642964,129116.0,0.0,0.0,205672.36,334788.36,CASH_OUT,0
6153101,44827.29,0.0,0.0,846354.71,891182.0,CASH_OUT,0
3430752,9086.78,1015.0,0.0,0.0,0.0,PAYMENT,0
5105579,3766.42,0.0,0.0,0.0,0.0,PAYMENT,0
5096369,5016.97,5502.0,485.03,0.0,0.0,PAYMENT,0
2033735,21124.61,7128.0,0.0,0.0,21124.61,TRANSFER,0
1473901,17245.81,11640.0,0.0,0.0,0.0,PAYMENT,0
3717960,157382.6,0.0,0.0,895092.11,1052474.71,CASH_OUT,0
1989073,109078.58,11528010.33,11637088.92,2171180.53,2062101.95,CASH_IN,0
337313,26717.66,0.0,0.0,564921.38,1186281.36,CASH_OUT,0
6351866,201433.48,1066248.28,1267681.77,10536501.55,10335068.07,CASH_IN,0
2741843,150762.1,106233.0,0.0,200500.27,351262.37,CASH_OUT,0
4560508,204066.49,257716.32,53649.84,3290731.29,3494797.78,CASH_OUT,0
5452323,2209.64,0.0,0.0,0.0,0.0,PAYMENT,0
1130655,13276.07,69230.0,55953.93,0.0,0.0,PAYMENT,0
1287456,4910.1,0.0,0.0,0.0,0.0,PAYMENT,0
4943126,19853.85,1214.22,0.0,0.0,0.0,PAYMENT,0
4209256,11235.88,105552.0,94316.12,0.0,0.0,PAYMENT,0
171463,7542.41,50180.0,42637.59,0.0,8146.68,CASH_OUT,0
5105134,232260.94,5608238.03,5840498.97,24183717.56,23951456.62,CASH_IN,0
2959832,9550.53,0.0,0.0,0.0,0.0,PAYMENT,0
5080315,30344.06,65507.45,35163.4,0.0,0.0,PAYMENT,0
3200986,306939.14,27180.0,0.0,0.0,306939.14,CASH_OUT,0
5457699,425903.81,0.0,0.0,850070.63,1275974.44,CASH_OUT,0
4443676,37559.08,0.0,0.0,0.0,0.0,PAYMENT,0
2604158,196290.92,0.0,0.0,636825.29,833116.21,CASH_OUT,0
603427,30179.22,12933.0,43112.22,2782981.74,2752802.52,CASH_IN,0
523465,152713.71,0.0,0.0,457995.95,610709.66,CASH_OUT,0
5884151,226334.12,693387.86,919721.98,843038.98,616704.86,CASH_IN,0
6130045,103681.41,62989.0,0.0,0.0,103681.41,CASH_OUT,0
5681542,3526.53,31223.0,27696.47,0.0,0.0,PAYMENT,0
6085586,8967.45,0.0,0.0,0.0,0.0,PAYMENT,0
4889618,168904.71,22786343.36,22955248.07,691079.72,522175.01,CASH_IN,0
325668,266038.29,134476.84,0.0,320715.27,586753.56,CASH_OUT,0
1275968,67.1,704.22,637.13,0.0,0.0,PAYMENT,0
5940820,264394.94,1052860.57,1317255.51,587941.48,323546.54,CASH_IN,0
4412501,35507.92,111891.0,147398.92,8763736.86,8728228.94,CASH_IN,0
3525059,5483.38,260556.26,255072.88,0.0,0.0,PAYMENT,0
6241350,137808.0,359748.0,221940.0,0.0,137808.0,CASH_OUT,0
5773315,8707.16,0.0,0.0,0.0,0.0,PAYMENT,0
4000647,333132.92,40096.0,373228.92,0.0,0.0,CASH_IN,0
3018908,438667.18,643649.0,1082316.18,161700.34,0.0,CASH_IN,0
4089751,139732.97,178454.09,38721.12,471901.19,611634.16,CASH_OUT,0
6153792,9848.72,63337.24,53488.51,0.0,0.0,PAYMENT,0
3074798,184360.78,41314.0,0.0,389130.46,573491.24,CASH_OUT,0
2830739,269824.21,20465.0,0.0,456889.18,726713.39,CASH_OUT,0
5849083,49862.86,19917.0,0.0,637078.23,686941.09,CASH_OUT,0
2502627,1361465.93,0.0,0.0,1874921.34,3236387.27,TRANSFER,0
1152405,6149.7,55184.0,49034.3,0.0,0.0,PAYMENT,0
452040,46050.22,106414.0,60363.78,0.0,46050.22,CASH_OUT,0
802594,11869.76,91941.0,80071.24,0.0,0.0,PAYMENT,0
4022380,258108.25,642.0,0.0,205064.88,463173.13,CASH_OUT,0
2958020,497568.94,62310.0,0.0,509570.58,1007139.52,CASH_OUT,0
3513695,48390.92,18530.0,66920.92,0.0,0.0,CASH_IN,0
4178945,6603.15,0.0,0.0,0.0,0.0,PAYMENT,0
2486199,1305.72,4164.15,2858.43,0.0,0.0,PAYMENT,0
675516,299286.6,0.0,0.0,1153776.92,1453063.52,CASH_OUT,0
3762330,3431.64,17101.0,13669.36,0.0,0.0,PAYMENT,0
3973547,278837.8,49799.0,0.0,0.0,278837.8,CASH_OUT,0
275824,505.03,751354.77,750849.74,0.0,0.0,PAYMENT,0
5724949,3607.49,0.0,0.0,4446460.1,4450067.59,CASH_OUT,0
553800,117818.72,11422.0,129240.72,673249.04,555430.32,CASH_IN,0
1557017,212460.63,0.0,0.0,1836831.02,2049291.65,TRANSFER,0
5466650,201091.37,3471818.99,3672910.36,770376.69,569285.32,CASH_IN,0
546816,2194.58,24264.03,22069.45,0.0,0.0,PAYMENT,0
3911786,28439.73,26019.0,0.0,0.0,0.0,PAYMENT,0
5068927,13920.87,0.0,0.0,0.0,0.0,PAYMENT,0
4776854,183170.12,0.0,0.0,972677.25,1155847.36,CASH_OUT,0
5823670,230325.86,0.0,0.0,1568213.43,1798539.28,CASH_OUT,0
2736671,220048.24,0.0,0.0,424128.02,644176.26,CASH_OUT,0
5294899,495463.88,68823.99,0.0,1343516.53,1838980.41,CASH_OUT,0
4399819,105875.55,195.93,106071.47,391296.65,285421.1,CASH_IN,0
266472,529095.39,27993.0,0.0,414.0,397450.46,CASH_OUT,0
3445428,143796.3,114.0,143910.3,0.0,0.0,CASH_IN,0
1440744,245765.23,11083.0,256848.23,0.0,0.0,CASH_IN,0
3277315,92270.13,748976.0,656705.87,0.0,92270.13,CASH_OUT,0
2409178,212992.98,0.0,0.0,1206343.85,1419336.84,CASH_OUT,0
1525498,276322.83,107359.0,383681.83,5052779.97,4676161.88,CASH_IN,0
6020583,212270.75,0.0,0.0,1154382.11,1366652.87,CASH_OUT,0
2079281,7543.36,2040.0,0.0,0.0,0.0,PAYMENT,0
5985466,9868.69,0.0,0.0,0.0,0.0,PAYMENT,0
777566,198581.74,12320238.88,12518820.62,1199248.11,1000666.37,CASH_IN,0
1557429,5923.52,797.0,0.0,0.0,0.0,PAYMENT,0
3328758,276032.98,13248.0,0.0,0.0,276032.98,CASH_OUT,0
2332403,209854.52,0.0,0.0,333952.39,543806.91,TRANSFER,0
3658500,21378.83,9210.0,0.0,2031212.37,2052591.21,DEBIT,0
619162,53397.66,5441695.94,5495093.6,1878731.62,1825333.96,CASH_IN,0
4818857,36350.5,0.0,0.0,19354163.48,19390513.98,CASH_OUT,0
3660863,4032.15,82520.0,78487.85,0.0,0.0,PAYMENT,0
1321975,280807.62,986516.4,1267324.02,2281530.97,2000723.36,CASH_IN,0
5979934,3971.78,0.0,0.0,0.0,0.0,PAYMENT,0
2282493,432416.59,9317267.16,9749683.75,1690454.73,1258038.15,CASH_IN,0
2927730,128837.5,0.0,0.0,5083568.38,5212405.88,CASH_OUT,0
6164165,24272.52,6689157.26,6713429.78,395357.03,371084.51,CASH_IN,0
3556368,7356.07,41471.0,34114.93,0.0,0.0,PAYMENT,0
5194952,8909.12,0.0,0.0,0.0,0.0,PAYMENT,0
